"","job.title","company.name","location","job.description","job.seen.beacon","job.id","location.type"
"1193","Specialist Engineer - Statistician","NESC Staffing","Jupiter, FL","Work with cross-functional teams and subject-matter experts to support development and production processes.
 Develop and update relevant procedures and standard…","Specialist Engineer - StatisticianNESC Staffing3.6Jupiter, FL$75 - $85 an hourEasily applyUrgently hiringWork with cross-functional teams and subject-matter experts to support development and production processes.
 Develop and update relevant procedures and standard…
14 days ago","sj_c1264473028fd2c1",""
"1293","Quality Engineer/ Statistician","Nationwide Technical & Executive Search","Fairfield, NJ","Keywords: Plastics, Chemicals, Packaging, metals, materials, corrugated, Injection, thermoformed, stampings, steel, alloys, manufacturing, biotech, pharma,…","Quality Engineer/ StatisticianNationwide Technical & Executive SearchFairfield, NJEasily applyKeywords: Plastics, Chemicals, Packaging, metals, materials, corrugated, Injection, thermoformed, stampings, steel, alloys, manufacturing, biotech, pharma,…
30+ days ago","sj_0793a5f2cdd1ba4f",""
"1393","Data Science Delivery Leader (Manager/Director), Europe","BLEND360","United States","We evaluate different sources of data, discover patterns hidden within raw data, create insightful variables, and develop competing models with different…","Data Science Delivery Leader (Manager/Director), EuropeBLEND360United StatesEasily applyWe evaluate different sources of data, discover patterns hidden within raw data, create insightful variables, and develop competing models with different…
30+ days ago","sj_075ff65bbbcab910",""
"1493","Sr. AI Software Engineer - Data Scientist","NewCareers","Fort Wayne, IN","The relevant areas of machine vision include image processing, filters, object detection and classification; unsupervised and supervised machine learning for…","Sr. AI Software Engineer - Data ScientistNewCareersFort Wayne, INEasily applyThe relevant areas of machine vision include image processing, filters, object detection and classification; unsupervised and supervised machine learning for…
30+ days ago","sj_7c1b0a484cad5d9c",""
"1593","Executive - Chief Technology Officer with Artificial Intelli...","Quadrant, Inc.","Falls Church, VA 22041","Extensive knowledge of artificial intelligence, machine learning, and data science concepts, methodology, techniques, and technologies.","newExecutive - Chief Technology Officer with Artificial Intelli...Quadrant, Inc.3.9Falls Church, VA 22041Easily applyExtensive knowledge of artificial intelligence, machine learning, and data science concepts, methodology, techniques, and technologies.
4 days ago","sj_c054b5326262252d",""
"id95","Data Science Domain Architect","Leidos","Washington, DC 20090 (South West area)+3 locations","Experience with predictive analytics, machine learning and AI – UiPath experience a plus.
 Knowledge of a common data science toolkits and experience with a…","Data Science Domain ArchitectLeidos3.7Washington, DC 20090 (South West area)+3 locationsExperience with predictive analytics, machine learning and AI – UiPath experience a plus.
 Knowledge of a common data science toolkits and experience with a…
26 days ago","sj_f344e5aa7cce78d2",""
"295","Principal Engineer AI/ML","Conductor, Inc.","New York, NY","Develops efficient natural language processing solutions for web page / keyword categorization, content understanding and content guidance using machine…","Principal Engineer AI/MLConductor, Inc.3.8New York, NYDevelops efficient natural language processing solutions for web page / keyword categorization, content understanding and content guidance using machine…
30+ days ago","sj_66ea1dfc0936356b",""
"395","Dev Ops Engineer AI/ML","Change Healthcare","York Springs, PA 17372+55 locations","You will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical…","newDev Ops Engineer AI/MLChange Healthcare3.0York Springs, PA 17372+55 locationsYou will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical…
1 day ago","sj_1a624a97a55f6dee",""
"495","Data Analyst III (SQL , Healthcare Analytics)","Centene Corporation","Pevely, MO 63070+4 locations","Experience in fraud/waste/abuse identification and investigation, provider billing, or clinical coding preferred; Experience with data mining, machine learning,…","newData Analyst III (SQL , Healthcare Analytics)Centene Corporation3.2Pevely, MO 63070+4 locationsExperience in fraud/waste/abuse identification and investigation, provider billing, or clinical coding preferred; Experience with data mining, machine learning,…
1 day ago","sj_e8512839c8146b74",""
"595","AI/ML Research Engineer II","Aurora Flight Sciences","Cambridge, MA 02138 (West Cambridge area)","Experience applying AI/ML to at least one of the following technical areas: autonomous systems, computer vision, robotics, data analytics, human-computer…","AI/ML Research Engineer IIAurora Flight Sciences3.6Cambridge, MA 02138 (West Cambridge area)Experience applying AI/ML to at least one of the following technical areas: autonomous systems, computer vision, robotics, data analytics, human-computer…
30+ days ago","sj_5e3444cb0cd8d04f",""
"695","Senior Machine Learning Engineer (IV)","Change Healthcare","York, PA 17405+57 locations","You will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical…","newSenior Machine Learning Engineer (IV)Change Healthcare3.0York, PA 17405+57 locationsYou will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical…
1 day ago","sj_5571ef0024d97409",""
"795","Artificial Intelligence (Full Stack Developer), Senior Consu...","Deloitte","New York, NY+3 locations","The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast…","Artificial Intelligence (Full Stack Developer), Senior Consu...Deloitte4.0New York, NY+3 locationsThe Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast…
19 days ago","sj_901895353d78ce6b",""
"895","Solutions Director (AI/Machine Learning) - Open to Remote Ca...","ePlus inc.","Boston, MA 02124 (South Dorchester area)•","Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…","Solutions Director (AI/Machine Learning) - Open to Remote Ca...ePlus inc.3.6Boston, MA 02124 (South Dorchester area)•RemoteEasily applyPerform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…
30+ days ago","sj_6f650f031b085e34","Remote"
"994","AI/ML - Sr Software Engineer, Siri in the Home","Apple","Seattle, WA","As a Siri engineer, you will blend the latest machine learning technologies with conversational and product design to deliver exceptional experiences to…","AI/ML - Sr Software Engineer, Siri in the HomeApple4.2Seattle, WAAs a Siri engineer, you will blend the latest machine learning technologies with conversational and product design to deliver exceptional experiences to…
11 days ago","sj_07de7b27e0ccbd95",""
"1094","Principal Statistical Programmer","Everest Clinical Research","United States•","Perform hands on primary statistical programming and validation programming on assigned projects including but not limited to phase I – IV clinical trials,…","Principal Statistical ProgrammerEverest Clinical Research4.3United States•RemoteEasily applyPerform hands on primary statistical programming and validation programming on assigned projects including but not limited to phase I – IV clinical trials,…
30+ days ago","sj_33d35be210136737","Remote"
"1194","Sr. Data Analyst and VMS Customer Support","Kelly","Phoenix, AZ","Works effectively with multiple stakeholders that are geographically disperse and can manage and prioritize incoming data requests.","Sr. Data Analyst and VMS Customer SupportKelly3.8Phoenix, AZ$35 - $38 an hourWorks effectively with multiple stakeholders that are geographically disperse and can manage and prioritize incoming data requests.
21 days ago","sj_6b68ce05b900d69c",""
"1294","Video Search Engineer - AI/ML Search/Recommendations/Persona...","Apple","Seattle, WA","Come join a team with strong expertise in software engineering, information retrieval, language processing, data mining, machine learning, scalable systems, and…","Video Search Engineer - AI/ML Search/Recommendations/Persona...Apple4.2Seattle, WACome join a team with strong expertise in software engineering, information retrieval, language processing, data mining, machine learning, scalable systems, and…
11 days ago","sj_5fd0d2c002f7fafe",""
"1394","Data Scientists Analysts","Advantage Resourcing","Dearborn, MI 48120","Bachelor’s in Electrical Engineering, Computer Science, Information Technology, Data Science or other scientific field of study.","Data Scientists AnalystsAdvantage Resourcing3.7Dearborn, MI 48120Bachelor’s in Electrical Engineering, Computer Science, Information Technology, Data Science or other scientific field of study.
12 days ago","sj_eef7c4ae3849f04d",""
"1494","Sr. Health Data Analyst Value-Based Analytics","Bon Secours Mercy Health","Cincinnati, OH 45237 (Bond Hill area)","Prefer healthcare data analytics, finance, payer reimbursement methodologies and/or decision support systems in order to meet required knowledge, skills and…","Sr. Health Data Analyst Value-Based AnalyticsBon Secours Mercy Health3.3Cincinnati, OH 45237 (Bond Hill area)Prefer healthcare data analytics, finance, payer reimbursement methodologies and/or decision support systems in order to meet required knowledge, skills and…
23 days ago","sj_ad4aa816fcd3e495",""
